"","invoice_id","Branch","City","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price"
"7310","7311","WALM099","Weatherford","Home and lifestyle","72","3","24/12/22","15:46:00","Credit card","5","0.18","216"
"7311","7312","WALM056","Rowlett","Fashion accessories","55","1","19/11/21","16:35:00","Credit card","3","0.33","55"
"7312","7313","WALM087","Waxahachie","Home and lifestyle","52","3","01/12/23","20:22:00","Credit card","6","0.33","156"
"7313","7314","WALM025","Waco","Fashion accessories","17","1","07/11/23","18:25:00","Credit card","3","0.48","17"
"7314","7315","WALM032","Tyler","Home and lifestyle","58","3","01/11/21","16:48:00","Credit card","7","0.48","174"
"7315","7316","WALM075","San Marcos","Fashion accessories","74","3","29/12/23","17:19:00","Credit card","3","0.33","222"
"7316","7317","WALM038","Sugar Land","Home and lifestyle","69","1","04/12/22","19:39:00","Credit card","3","0.48","69"
"7317","7318","WALM046","Temple","Fashion accessories","39","1","10/12/22","15:38:00","Credit card","7","0.48","39"
"7318","7319","WALM038","Sugar Land","Home and lifestyle","53","1","14/11/22","17:29:00","Credit card","3","0.48","53"
"7319","7320","WALM099","Weatherford","Fashion accessories","50","1","01/12/22","16:04:00","Credit card","6","0.18","50"
"7320","7321","WALM082","Weslaco","Home and lifestyle","62","3","25/11/22","18:25:00","Credit card","5","0.33","186"
"7321","7322","WALM074","Weslaco","Fashion accessories","23","2","02/12/21","16:05:00","Credit card","6","0.33","46"
"7322","7323","WALM089","Southlake","Home and lifestyle","26","2","15/12/22","17:02:00","Credit card","4","0.33","52"
"7323","7324","WALM082","Weslaco","Fashion accessories","29","3","14/12/23","18:01:00","Credit card","7","0.33","87"
"7324","7325","WALM046","Temple","Home and lifestyle","33","2","03/12/23","18:57:00","Credit card","5","0.48","66"
"7325","7326","WALM082","Weslaco","Fashion accessories","84","1","04/11/21","15:33:00","Credit card","6","0.33","84"
"7326","7327","WALM050","Victoria","Home and lifestyle","15","1","22/11/23","15:49:00","Ewallet","6","0.48","15"
"7327","7328","WALM056","Rowlett","Fashion accessories","49","1","08/11/21","19:37:00","Credit card","6","0.33","49"
"7328","7329","WALM069","Rockwall","Home and lifestyle","32","2","12/12/23","19:08:00","Credit card","3","0.33","64"
"7329","7330","WALM084","Schertz","Fashion accessories","26","1","18/11/21","20:12:00","Credit card","3","0.33","26"
"7330","7331","WALM050","Victoria","Home and lifestyle","40","1","30/12/22","21:00:00","Ewallet","6","0.48","40"
"7331","7332","WALM050","Victoria","Fashion accessories","51","3","22/11/22","19:47:00","Ewallet","4","0.48","153"
"7332","7333","WALM029","Round Rock","Home and lifestyle","69","1","26/12/20","15:07:00","Credit card","4","0.48","69"
"7333","7334","WALM058","Port Arthur","Fashion accessories","53","2","19/12/21","19:06:00","Credit card","3","0.33","106"
"7334","7335","WALM065","Texas City","Home and lifestyle","73","3","22/11/20","18:11:00","Credit card","3","0.33","219"
"7335","7336","WALM009","Plano","Fashion accessories","68","3","12/11/22","18:33:00","Credit card","4","0.48","204"
"7336","7337","WALM050","Victoria","Home and lifestyle","33","2","11/12/22","15:50:00","Ewallet","7","0.48","66"
"7337","7338","WALM025","Waco","Fashion accessories","27","2","07/12/22","16:06:00","Credit card","3","0.48","54"
"7338","7339","WALM029","Round Rock","Home and lifestyle","25","1","10/12/20","20:30:00","Credit card","3","0.48","25"
"7339","7340","WALM065","Texas City","Fashion accessories","36","1","31/12/20","20:30:00","Credit card","5","0.33","36"
"7340","7341","WALM050","Victoria","Home and lifestyle","25","3","08/12/23","20:25:00","Ewallet","3","0.48","75"
"7341","7342","WALM086","Rosenberg","Fashion accessories","52","3","26/12/21","19:18:00","Credit card","7","0.33","156"
"7342","7343","WALM074","Weslaco","Home and lifestyle","24","3","24/11/20","19:40:00","Credit card","7","0.33","72"
"7343","7344","WALM099","Weatherford","Fashion accessories","57","1","28/12/23","20:26:00","Credit card","7","0.18","57"
"7344","7345","WALM025","Waco","Home and lifestyle","61","1","11/11/20","18:53:00","Credit card","3","0.48","61"
"7345","7346","WALM032","Tyler","Fashion accessories","40","1","15/11/22","16:38:00","Credit card","6","0.48","40"
"7346","7347","WALM055","Waxahachie","Home and lifestyle","47","1","12/11/21","19:31:00","Credit card","4","0.33","47"
"7347","7348","WALM075","San Marcos","Fashion accessories","51","1","08/12/21","15:07:00","Credit card","7","0.33","51"
"7348","7349","WALM073","Seguin","Home and lifestyle","20","1","17/11/21","19:12:00","Credit card","4","0.33","20"
"7349","7350","WALM075","San Marcos","Fashion accessories","81","2","28/12/23","18:20:00","Credit card","3","0.33","162"
"7350","7351","WALM089","Southlake","Home and lifestyle","79","1","18/12/22","16:42:00","Credit card","7","0.33","79"
"7351","7352","WALM073","Seguin","Fashion accessories","15","1","01/11/22","17:09:00","Credit card","3","0.33","15"
"7352","7353","WALM029","Round Rock","Home and lifestyle","45","3","08/11/20","20:13:00","Credit card","4","0.48","135"
"7353","7354","WALM046","Temple","Fashion accessories","64","1","21/12/22","20:02:00","Credit card","7","0.48","64"
"7354","7355","WALM003","San Antonio","Home and lifestyle","67","3","14/12/22","19:27:00","Credit card","7","0.48","201"
"7355","7356","WALM073","Seguin","Fashion accessories","35","2","05/12/20","17:34:00","Credit card","7","0.33","70"
"7356","7357","WALM075","San Marcos","Home and lifestyle","44","3","09/11/21","20:45:00","Credit card","4","0.33","132"
"7357","7358","WALM038","Sugar Land","Fashion accessories","63","2","29/11/23","15:52:00","Credit card","7","0.48","126"
"7358","7359","WALM069","Rockwall","Home and lifestyle","62","1","19/12/22","20:59:00","Credit card","5","0.33","62"
"7359","7360","WALM058","Port Arthur","Fashion accessories","29","1","28/11/20","20:20:00","Credit card","5","0.33","29"
"7360","7361","WALM099","Weatherford","Home and lifestyle","61","3","01/11/20","17:58:00","Credit card","3","0.18","183"
"7361","7362","WALM084","Schertz","Fashion accessories","37","2","12/11/21","16:44:00","Credit card","5","0.33","74"
"7362","7363","WALM009","Plano","Home and lifestyle","36","1","18/11/23","17:26:00","Credit card","3","0.48","36"
"7363","7364","WALM084","Schertz","Fashion accessories","18","3","06/11/20","15:34:00","Credit card","5","0.33","54"
"7364","7365","WALM055","Waxahachie","Home and lifestyle","78","3","13/12/23","18:11:00","Credit card","3","0.33","234"
"7365","7366","WALM046","Temple","Fashion accessories","75","2","02/12/21","20:01:00","Credit card","7","0.48","150"
"7366","7367","WALM003","San Antonio","Home and lifestyle","68","2","27/12/21","17:56:00","Credit card","4","0.48","136"
"7367","7368","WALM029","Round Rock","Fashion accessories","57","2","13/11/22","17:39:00","Credit card","3","0.48","114"
"7368","7369","WALM075","San Marcos","Home and lifestyle","82","2","20/11/20","17:20:00","Credit card","7","0.33","164"
"7369","7370","WALM029","Round Rock","Fashion accessories","59","3","04/12/22","18:52:00","Credit card","4","0.48","177"
"7370","7371","WALM087","Waxahachie","Home and lifestyle","61","2","03/11/21","15:07:00","Credit card","7","0.33","122"
"7371","7372","WALM065","Texas City","Fashion accessories","61","3","11/12/23","19:50:00","Credit card","7","0.33","183"
"7372","7373","WALM087","Waxahachie","Home and lifestyle","68","1","16/11/21","18:02:00","Credit card","3","0.33","68"
"7373","7374","WALM084","Schertz","Fashion accessories","37","1","08/11/20","15:52:00","Credit card","4","0.33","37"
"7374","7375","WALM029","Round Rock","Home and lifestyle","39","1","14/11/22","16:31:00","Credit card","6","0.48","39"
"7375","7376","WALM073","Seguin","Fashion accessories","69","1","28/11/21","20:57:00","Credit card","7","0.33","69"
"7376","7377","WALM035","San Angelo","Home and lifestyle","55","3","21/12/20","18:24:00","Credit card","7","0.48","165"
"7377","7378","WALM058","Port Arthur","Fashion accessories","18","2","13/11/22","18:24:00","Credit card","6","0.33","36"
"7378","7379","WALM058","Port Arthur","Home and lifestyle","30","1","15/12/21","15:36:00","Credit card","7","0.33","30"
"7379","7380","WALM099","Weatherford","Fashion accessories","20","3","26/12/23","20:23:00","Credit card","4","0.18","60"
"7380","7381","WALM075","San Marcos","Home and lifestyle","46","2","04/11/23","19:56:00","Credit card","3","0.33","92"
"7381","7382","WALM086","Rosenberg","Fashion accessories","43","2","24/11/23","19:07:00","Credit card","3","0.33","86"
"7382","7383","WALM074","Weslaco","Home and lifestyle","51","1","10/11/21","16:07:00","Credit card","3","0.33","51"
"7383","7384","WALM030","Richardson","Fashion accessories","65","1","02/11/23","19:46:00","Credit card","4","0.48","65"
"7384","7385","WALM075","San Marcos","Home and lifestyle","78","1","12/11/20","19:46:00","Credit card","4","0.33","78"
"7385","7386","WALM003","San Antonio","Fashion accessories","76","3","12/12/20","19:55:00","Credit card","6","0.48","228"
"7386","7387","WALM074","Weslaco","Home and lifestyle","82","2","26/12/20","16:35:00","Credit card","4","0.33","164"
"7387","7388","WALM087","Waxahachie","Fashion accessories","21","1","08/12/22","18:40:00","Credit card","4","0.33","21"
"7388","7389","WALM089","Southlake","Home and lifestyle","36","2","18/12/21","16:45:00","Credit card","6","0.33","72"
"7389","7390","WALM032","Tyler","Fashion accessories","22","1","30/12/23","17:57:00","Credit card","7","0.48","22"
"7390","7391","WALM084","Schertz","Home and lifestyle","70","1","18/11/21","17:31:00","Credit card","4","0.33","70"
"7391","7392","WALM086","Rosenberg","Fashion accessories","40","3","15/12/22","15:16:00","Credit card","7","0.33","120"
"7392","7393","WALM054","Sherman","Home and lifestyle","83","2","15/11/23","19:04:00","Credit card","5","0.21","166"
"7393","7394","WALM084","Schertz","Fashion accessories","64","3","09/12/20","15:18:00","Credit card","5","0.33","192"
"7394","7395","WALM065","Texas City","Home and lifestyle","78","3","16/12/22","16:11:00","Credit card","4","0.33","234"
"7395","7396","WALM050","Victoria","Fashion accessories","16","3","27/11/22","19:02:00","Ewallet","5","0.48","48"
"7396","7397","WALM003","San Antonio","Home and lifestyle","67","2","06/11/22","19:54:00","Credit card","7","0.48","134"
"7397","7398","WALM056","Rowlett","Fashion accessories","19","1","22/11/23","19:24:00","Credit card","5","0.33","19"
"7398","7399","WALM025","Waco","Home and lifestyle","56","1","28/12/20","15:16:00","Credit card","4","0.48","56"
"7399","7400","WALM074","Weslaco","Fashion accessories","32","3","19/12/20","17:56:00","Credit card","6","0.33","96"
"7400","7401","WALM035","San Angelo","Home and lifestyle","79","1","08/12/20","15:31:00","Credit card","6","0.48","79"
"7401","7402","WALM075","San Marcos","Fashion accessories","54","3","29/12/23","16:49:00","Credit card","3","0.33","162"
"7402","7403","WALM089","Southlake","Home and lifestyle","42","2","17/12/20","17:33:00","Credit card","6","0.33","84"
"7403","7404","WALM025","Waco","Fashion accessories","38","2","16/11/23","20:39:00","Credit card","4","0.48","76"
"7404","7405","WALM065","Texas City","Home and lifestyle","56","1","31/12/23","15:15:00","Credit card","7","0.33","56"
"7405","7406","WALM030","Richardson","Fashion accessories","20","1","08/11/20","18:28:00","Credit card","5","0.48","20"
"7406","7407","WALM055","Waxahachie","Home and lifestyle","42","1","16/12/22","15:42:00","Credit card","7","0.33","42"
"7407","7408","WALM089","Southlake","Fashion accessories","37","3","02/12/23","19:58:00","Credit card","3","0.33","111"
"7408","7409","WALM029","Round Rock","Home and lifestyle","82","1","19/11/22","17:15:00","Credit card","4","0.48","82"
"7409","7410","WALM054","Sherman","Fashion accessories","64","2","05/11/20","17:17:00","Credit card","5","0.21","128"
"7410","7411","WALM069","Rockwall","Home and lifestyle","31","2","06/11/21","18:44:00","Credit card","6","0.33","62"
"7411","7412","WALM032","Tyler","Fashion accessories","57","1","15/12/22","18:22:00","Credit card","6","0.48","57"
"7412","7413","WALM084","Schertz","Home and lifestyle","22","3","04/11/20","19:45:00","Credit card","4","0.33","66"
"7413","7414","WALM038","Sugar Land","Fashion accessories","25","1","28/11/21","15:04:00","Credit card","5","0.48","25"
"7414","7415","WALM030","Richardson","Home and lifestyle","47","3","04/12/22","15:42:00","Credit card","7","0.48","141"
"7415","7416","WALM046","Temple","Fashion accessories","70","3","15/12/22","18:05:00","Credit card","7","0.48","210"
"7416","7417","WALM074","Weslaco","Home and lifestyle","70","1","22/11/20","16:28:00","Credit card","3","0.33","70"
"7417","7418","WALM030","Richardson","Fashion accessories","15","1","04/11/21","18:18:00","Credit card","3","0.48","15"
"7418","7419","WALM089","Southlake","Home and lifestyle","82","1","04/11/22","20:46:00","Credit card","7","0.33","82"
"7419","7420","WALM054","Sherman","Fashion accessories","41","2","30/12/20","15:29:00","Credit card","7","0.21","82"
"7420","7421","WALM099","Weatherford","Home and lifestyle","67","2","03/11/22","20:52:00","Credit card","3","0.18","134"
"7421","7422","WALM032","Tyler","Fashion accessories","81","2","27/12/21","18:04:00","Credit card","5","0.48","162"
"7422","7423","WALM035","San Angelo","Home and lifestyle","45","2","16/12/22","17:52:00","Credit card","3","0.48","90"
"7423","7424","WALM035","San Angelo","Fashion accessories","83","2","30/11/21","18:31:00","Credit card","5","0.48","166"
"7424","7425","WALM055","Waxahachie","Home and lifestyle","83","3","26/12/20","17:53:00","Credit card","3","0.33","249"
"7425","7426","WALM029","Round Rock","Fashion accessories","83","1","02/12/22","15:40:00","Credit card","3","0.48","83"
"7426","7427","WALM086","Rosenberg","Home and lifestyle","57","2","30/12/22","17:06:00","Credit card","6","0.33","114"
"7427","7428","WALM050","Victoria","Fashion accessories","72","2","13/11/21","19:46:00","Ewallet","3","0.48","144"
"7428","7429","WALM058","Port Arthur","Home and lifestyle","48","2","08/11/22","19:28:00","Credit card","4","0.33","96"
"7429","7430","WALM074","Weslaco","Fashion accessories","83","1","18/11/22","17:39:00","Credit card","5","0.33","83"
"7430","7431","WALM009","Plano","Home and lifestyle","30","1","17/11/20","19:38:00","Credit card","3","0.48","30"
"7431","7432","WALM055","Waxahachie","Fashion accessories","73","2","11/12/20","16:46:00","Credit card","4","0.33","146"
"7432","7433","WALM086","Rosenberg","Home and lifestyle","29","3","26/12/23","16:08:00","Credit card","3","0.33","87"
"7433","7434","WALM082","Weslaco","Fashion accessories","66","1","30/11/23","20:42:00","Credit card","6","0.33","66"
"7434","7435","WALM089","Southlake","Home and lifestyle","37","2","18/11/21","15:54:00","Credit card","7","0.33","74"
"7435","7436","WALM003","San Antonio","Fashion accessories","45","1","07/11/21","17:39:00","Credit card","5","0.48","45"
"7436","7437","WALM056","Rowlett","Home and lifestyle","51","2","27/11/23","17:06:00","Credit card","4","0.33","102"
"7437","7438","WALM084","Schertz","Fashion accessories","16","3","23/11/23","18:36:00","Credit card","7","0.33","48"
"7438","7439","WALM046","Temple","Home and lifestyle","58","1","05/11/23","18:40:00","Credit card","4","0.48","58"
"7439","7440","WALM065","Texas City","Fashion accessories","72","1","23/12/23","16:26:00","Credit card","4","0.33","72"
"7440","7441","WALM086","Rosenberg","Home and lifestyle","50","3","09/12/20","17:08:00","Credit card","3","0.33","150"
"7441","7442","WALM035","San Angelo","Fashion accessories","23","1","24/12/21","20:38:00","Credit card","6","0.48","23"
"7442","7443","WALM003","San Antonio","Home and lifestyle","36","2","02/11/20","17:12:00","Credit card","7","0.48","72"
"7443","7444","WALM055","Waxahachie","Fashion accessories","26","3","04/12/20","19:33:00","Credit card","6","0.33","78"
"7444","7445","WALM029","Round Rock","Home and lifestyle","53","3","09/11/23","17:19:00","Credit card","3","0.48","159"
"7445","7446","WALM065","Texas City","Fashion accessories","25","3","28/11/23","17:45:00","Credit card","7","0.33","75"
"7446","7447","WALM025","Waco","Home and lifestyle","52","1","22/12/22","20:26:00","Credit card","4","0.48","52"
"7447","7448","WALM086","Rosenberg","Fashion accessories","71","1","19/11/23","16:23:00","Credit card","6","0.33","71"
"7448","7449","WALM038","Sugar Land","Home and lifestyle","26","3","17/12/20","15:27:00","Credit card","3","0.48","78"
"7449","7450","WALM089","Southlake","Fashion accessories","44","2","31/12/21","18:05:00","Credit card","5","0.33","88"
"7450","7451","WALM054","Sherman","Home and lifestyle","48","1","14/11/22","17:55:00","Credit card","4","0.21","48"
"7451","7452","WALM030","Richardson","Fashion accessories","63","2","02/12/23","19:17:00","Credit card","4","0.48","126"
"7452","7453","WALM082","Weslaco","Home and lifestyle","50","2","14/12/23","16:45:00","Credit card","5","0.33","100"
"7453","7454","WALM065","Texas City","Fashion accessories","53","2","08/12/22","15:33:00","Credit card","6","0.33","106"
"7454","7455","WALM065","Texas City","Home and lifestyle","77","3","18/12/21","16:28:00","Credit card","7","0.33","231"
"7455","7456","WALM050","Victoria","Fashion accessories","47","2","27/11/22","19:01:00","Ewallet","6","0.48","94"
"7456","7457","WALM084","Schertz","Home and lifestyle","33","2","01/12/23","18:20:00","Credit card","7","0.33","66"
"7457","7458","WALM073","Seguin","Fashion accessories","54","3","15/12/20","16:39:00","Credit card","5","0.33","162"
"7458","7459","WALM038","Sugar Land","Home and lifestyle","53","1","10/12/20","17:26:00","Credit card","3","0.48","53"
"7459","7460","WALM082","Weslaco","Fashion accessories","34","2","22/12/23","18:22:00","Credit card","5","0.33","68"
"7460","7461","WALM038","Sugar Land","Home and lifestyle","80","3","17/11/22","17:44:00","Credit card","4","0.48","240"
"7461","7462","WALM075","San Marcos","Fashion accessories","77","2","04/12/22","16:24:00","Credit card","6","0.33","154"
"7462","7463","WALM009","Plano","Home and lifestyle","57","2","05/12/21","17:41:00","Credit card","4","0.48","114"
"7463","7464","WALM030","Richardson","Fashion accessories","60","1","08/11/21","19:42:00","Credit card","5","0.48","60"
"7464","7465","WALM074","Weslaco","Home and lifestyle","74","2","26/12/21","16:32:00","Credit card","3","0.33","148"
"7465","7466","WALM038","Sugar Land","Fashion accessories","34","2","27/11/22","15:34:00","Credit card","4","0.48","68"
"7466","7467","WALM046","Temple","Home and lifestyle","32","1","24/12/22","18:10:00","Credit card","4","0.48","32"
"7467","7468","WALM084","Schertz","Fashion accessories","77","2","13/12/21","19:03:00","Credit card","5","0.33","154"
"7468","7469","WALM038","Sugar Land","Home and lifestyle","51","2","01/12/23","15:37:00","Credit card","6","0.48","102"
"7469","7470","WALM055","Waxahachie","Fashion accessories","55","1","15/11/20","16:56:00","Credit card","7","0.33","55"
"7470","7471","WALM038","Sugar Land","Home and lifestyle","49","1","08/11/23","16:35:00","Credit card","5","0.48","49"
"7471","7472","WALM029","Round Rock","Fashion accessories","81","1","24/11/20","16:30:00","Credit card","3","0.48","81"
"7472","7473","WALM087","Waxahachie","Home and lifestyle","55","2","31/12/20","20:46:00","Credit card","4","0.33","110"
"7473","7474","WALM035","San Angelo","Fashion accessories","44","3","23/11/22","18:42:00","Credit card","3","0.48","132"
"7474","7475","WALM069","Rockwall","Home and lifestyle","69","2","25/12/20","20:04:00","Credit card","5","0.33","138"
"7475","7476","WALM054","Sherman","Fashion accessories","51","2","31/12/20","20:36:00","Credit card","7","0.21","102"
"7476","7477","WALM055","Waxahachie","Home and lifestyle","78","1","23/12/21","18:47:00","Credit card","7","0.33","78"
"7477","7478","WALM075","San Marcos","Fashion accessories","45","1","14/11/21","18:39:00","Credit card","7","0.33","45"
"7478","7479","WALM035","San Angelo","Home and lifestyle","85","3","25/11/21","17:14:00","Credit card","5","0.48","255"
"7479","7480","WALM038","Sugar Land","Fashion accessories","21","1","03/11/23","16:13:00","Credit card","7","0.48","21"
"7480","7481","WALM065","Texas City","Home and lifestyle","65","3","10/12/23","15:45:00","Credit card","4","0.33","195"
"7481","7482","WALM050","Victoria","Fashion accessories","68","3","29/12/20","15:13:00","Ewallet","7","0.48","204"
"7482","7483","WALM003","San Antonio","Home and lifestyle","51","2","15/12/22","15:22:00","Credit card","5","0.48","102"
"7483","7484","WALM065","Texas City","Fashion accessories","79","3","18/12/20","20:27:00","Credit card","4","0.33","237"
"7484","7485","WALM009","Plano","Home and lifestyle","50","3","16/11/23","16:21:00","Credit card","3","0.48","150"
"7485","7486","WALM032","Tyler","Fashion accessories","16","1","04/11/21","16:55:00","Credit card","6","0.48","16"
"7486","7487","WALM054","Sherman","Home and lifestyle","35","2","02/12/21","18:34:00","Credit card","4","0.21","70"
"7487","7488","WALM058","Port Arthur","Fashion accessories","72","3","20/11/22","15:26:00","Credit card","5","0.33","216"
"7488","7489","WALM069","Rockwall","Home and lifestyle","33","3","26/12/23","15:43:00","Credit card","4","0.33","99"
"7489","7490","WALM009","Plano","Fashion accessories","20","3","07/12/23","19:51:00","Credit card","3","0.48","60"
"7490","7491","WALM054","Sherman","Home and lifestyle","77","1","18/11/20","16:13:00","Credit card","5","0.21","77"
"7491","7492","WALM058","Port Arthur","Fashion accessories","24","3","31/12/20","17:08:00","Credit card","5","0.33","72"
"7492","7493","WALM087","Waxahachie","Home and lifestyle","18","2","27/11/23","16:19:00","Credit card","7","0.33","36"
"7493","7494","WALM087","Waxahachie","Fashion accessories","27","1","29/11/22","19:38:00","Credit card","5","0.33","27"
"7494","7495","WALM025","Waco","Home and lifestyle","19","2","01/12/21","17:56:00","Credit card","4","0.48","38"
"7495","7496","WALM074","Weslaco","Fashion accessories","26","1","30/11/22","19:56:00","Credit card","5","0.33","26"
"7496","7497","WALM058","Port Arthur","Home and lifestyle","37","2","28/11/22","15:12:00","Credit card","3","0.33","74"
"7497","7498","WALM086","Rosenberg","Fashion accessories","84","3","04/11/21","17:33:00","Credit card","3","0.33","252"
"7498","7499","WALM087","Waxahachie","Home and lifestyle","31","1","04/11/20","17:39:00","Credit card","5","0.33","31"
"7499","7500","WALM046","Temple","Fashion accessories","39","3","23/11/23","20:08:00","Credit card","6","0.48","117"
"7500","7501","WALM029","Round Rock","Home and lifestyle","48","1","04/11/22","18:11:00","Credit card","3","0.48","48"
"7501","7502","WALM035","San Angelo","Fashion accessories","49","3","21/12/23","17:16:00","Credit card","5","0.48","147"
"7502","7503","WALM029","Round Rock","Home and lifestyle","43","2","25/11/21","20:29:00","Credit card","6","0.48","86"
"7503","7504","WALM046","Temple","Fashion accessories","49","3","24/11/20","19:56:00","Credit card","7","0.48","147"
"7504","7505","WALM025","Waco","Home and lifestyle","61","1","16/11/21","16:18:00","Credit card","7","0.48","61"
"7505","7506","WALM082","Weslaco","Fashion accessories","34","2","18/11/20","16:47:00","Credit card","3","0.33","68"
"7506","7507","WALM029","Round Rock","Home and lifestyle","40","3","17/12/22","16:10:00","Credit card","5","0.48","120"
"7507","7508","WALM038","Sugar Land","Fashion accessories","49","1","29/11/23","19:46:00","Credit card","7","0.48","49"
"7508","7509","WALM029","Round Rock","Home and lifestyle","70","2","28/11/22","15:32:00","Credit card","3","0.48","140"
"7509","7510","WALM055","Waxahachie","Fashion accessories","34","2","01/12/23","16:55:00","Credit card","5","0.33","68"
"7510","7511","WALM030","Richardson","Home and lifestyle","74","1","25/12/22","19:17:00","Credit card","4","0.48","74"
"7511","7512","WALM054","Sherman","Fashion accessories","47","3","03/11/20","16:26:00","Credit card","6","0.21","141"
"7512","7513","WALM054","Sherman","Home and lifestyle","72","3","02/11/22","20:46:00","Credit card","6","0.21","216"
"7513","7514","WALM032","Tyler","Fashion accessories","64","3","21/11/20","15:17:00","Credit card","7","0.48","192"
"7514","7515","WALM069","Rockwall","Home and lifestyle","84","2","30/12/23","18:25:00","Credit card","3","0.33","168"
"7515","7516","WALM050","Victoria","Fashion accessories","72","2","26/11/21","20:22:00","Ewallet","5","0.48","144"
"7516","7517","WALM035","San Angelo","Home and lifestyle","46","1","27/12/22","18:57:00","Credit card","6","0.48","46"
"7517","7518","WALM054","Sherman","Fashion accessories","15","3","26/11/20","20:26:00","Credit card","3","0.21","45"
"7518","7519","WALM075","San Marcos","Home and lifestyle","63","3","19/12/21","16:36:00","Credit card","5","0.33","189"
"7519","7520","WALM025","Waco","Fashion accessories","84","1","25/12/20","19:02:00","Credit card","7","0.48","84"
"7520","7521","WALM035","San Angelo","Home and lifestyle","24","1","24/11/23","18:39:00","Credit card","6","0.48","24"
"7521","7522","WALM086","Rosenberg","Fashion accessories","84","3","24/12/20","16:02:00","Credit card","6","0.33","252"
"7522","7523","WALM065","Texas City","Home and lifestyle","85","2","13/11/21","19:25:00","Credit card","7","0.33","170"
"7523","7524","WALM089","Southlake","Fashion accessories","54","3","25/11/21","16:43:00","Credit card","5","0.33","162"
"7524","7525","WALM073","Seguin","Home and lifestyle","53","3","23/12/20","15:55:00","Credit card","6","0.33","159"
"7525","7526","WALM086","Rosenberg","Fashion accessories","63","3","25/12/21","18:14:00","Credit card","6","0.33","189"
"7526","7527","WALM003","San Antonio","Home and lifestyle","36","2","16/12/21","16:48:00","Credit card","6","0.48","72"
"7527","7528","WALM050","Victoria","Fashion accessories","54","2","26/11/22","18:10:00","Ewallet","7","0.48","108"
"7528","7529","WALM038","Sugar Land","Home and lifestyle","84","2","06/12/20","16:26:00","Credit card","3","0.48","168"
"7529","7530","WALM046","Temple","Fashion accessories","44","3","16/11/23","16:27:00","Credit card","3","0.48","132"
"7530","7531","WALM050","Victoria","Home and lifestyle","21","2","13/11/20","16:26:00","Ewallet","3","0.48","42"
"7531","7532","WALM065","Texas City","Fashion accessories","59","2","23/12/22","19:56:00","Credit card","3","0.33","118"
"7532","7533","WALM075","San Marcos","Home and lifestyle","64","3","15/12/20","17:47:00","Credit card","3","0.33","192"
"7533","7534","WALM055","Waxahachie","Fashion accessories","52","1","26/11/21","19:07:00","Credit card","5","0.33","52"
"7534","7535","WALM029","Round Rock","Home and lifestyle","27","3","25/11/20","15:48:00","Credit card","7","0.48","81"
"7535","7536","WALM030","Richardson","Fashion accessories","16","3","08/11/21","17:29:00","Credit card","5","0.48","48"
"7536","7537","WALM069","Rockwall","Home and lifestyle","79","3","12/11/22","16:38:00","Credit card","6","0.33","237"
"7537","7538","WALM054","Sherman","Fashion accessories","34","3","16/12/23","15:11:00","Credit card","5","0.21","102"
"7538","7539","WALM073","Seguin","Home and lifestyle","83","2","27/11/20","19:33:00","Credit card","3","0.33","166"
"7539","7540","WALM082","Weslaco","Fashion accessories","23","1","16/11/23","16:23:00","Credit card","7","0.33","23"
"7540","7541","WALM069","Rockwall","Home and lifestyle","48","3","09/11/22","19:49:00","Credit card","4","0.33","144"
"7541","7542","WALM038","Sugar Land","Fashion accessories","44","2","24/12/21","15:04:00","Credit card","4","0.48","88"
"7542","7543","WALM038","Sugar Land","Home and lifestyle","44","3","25/11/20","20:32:00","Credit card","4","0.48","132"
"7543","7544","WALM038","Sugar Land","Fashion accessories","69","2","20/12/22","17:05:00","Credit card","7","0.48","138"
"7544","7545","WALM050","Victoria","Home and lifestyle","66","1","23/11/21","16:40:00","Ewallet","5","0.48","66"
"7545","7546","WALM086","Rosenberg","Fashion accessories","46","1","30/12/21","17:17:00","Credit card","6","0.33","46"
"7546","7547","WALM086","Rosenberg","Home and lifestyle","16","3","01/12/20","18:47:00","Credit card","3","0.33","48"
"7547","7548","WALM073","Seguin","Fashion accessories","66","3","10/12/20","17:33:00","Credit card","4","0.33","198"
"7548","7549","WALM030","Richardson","Home and lifestyle","47","3","14/12/21","19:25:00","Credit card","6","0.48","141"
"7549","7550","WALM055","Waxahachie","Fashion accessories","75","3","20/12/22","18:49:00","Credit card","7","0.33","225"
"7550","7551","WALM025","Waco","Home and lifestyle","66","1","11/11/21","15:25:00","Credit card","3","0.48","66"
"7551","7552","WALM082","Weslaco","Fashion accessories","78","1","03/11/20","17:21:00","Credit card","3","0.33","78"
"7552","7553","WALM082","Weslaco","Home and lifestyle","62","1","06/12/21","18:06:00","Credit card","4","0.33","62"
"7553","7554","WALM084","Schertz","Fashion accessories","15","1","01/12/20","18:21:00","Credit card","7","0.33","15"
"7554","7555","WALM075","San Marcos","Home and lifestyle","52","3","27/12/20","15:59:00","Credit card","6","0.33","156"
"7555","7556","WALM089","Southlake","Fashion accessories","46","2","01/11/21","17:07:00","Credit card","7","0.33","92"
"7556","7557","WALM082","Weslaco","Home and lifestyle","83","1","08/12/21","17:11:00","Credit card","3","0.33","83"
"7557","7558","WALM099","Weatherford","Fashion accessories","81","2","09/12/22","18:23:00","Credit card","3","0.18","162"
